Passenger ID,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
23753,Male,Loyal Customer,35,Business travel,Eco,179,4,5,5,5,4,4,4,4,1,3,3,5,3,4,40,45,satisfied
23754,Female,Loyal Customer,52,Business travel,Business,2274,4,4,3,4,3,4,5,3,3,3,3,3,3,4,0,0,satisfied
23755,Female,disloyal Customer,33,Business travel,Eco,725,2,2,2,2,4,2,2,4,4,3,2,2,3,4,0,0,neutral or dissatisfied
23756,Female,Loyal Customer,40,Business travel,Business,2762,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0,satisfied
23757,Male,Loyal Customer,25,Business travel,Business,1806,2,2,1,2,2,2,2,2,2,3,3,1,4,2,14,4,neutral or dissatisfied
23758,Female,Loyal Customer,67,Personal Travel,Eco,2527,4,4,4,3,4,4,5,1,1,4,1,3,1,5,3,2,satisfied
23759,Male,disloyal Customer,27,Business travel,Eco,371,4,0,4,3,1,4,1,1,5,1,5,5,4,1,0,0,satisfied
23760,Female,Loyal Customer,33,Business travel,Eco Plus,266,0,0,0,3,3,5,5,3,3,5,3,1,3,3,0,4,satisfied
23761,Male,Loyal Customer,41,Business travel,Business,1981,5,5,5,5,3,4,4,4,4,4,4,3,4,3,0,0,satisfied
23762,Female,Loyal Customer,43,Personal Travel,Eco,236,5,2,5,2,2,2,2,1,1,5,1,2,1,1,0,0,satisfied
23763,Male,disloyal Customer,22,Business travel,Eco,404,2,4,2,4,5,2,5,5,4,2,5,3,5,5,0,0,neutral or dissatisfied
23764,Female,Loyal Customer,39,Business travel,Business,1657,5,5,5,5,3,4,5,4,4,4,4,3,4,5,19,13,satisfied
23765,Male,Loyal Customer,44,Business travel,Business,2136,4,4,5,4,2,4,4,4,4,4,4,5,4,4,4,0,satisfied
23766,Female,Loyal Customer,46,Business travel,Business,354,0,0,0,3,4,5,4,1,1,1,1,3,1,3,43,43,satisfied
23767,Female,Loyal Customer,51,Business travel,Eco,671,4,5,5,5,2,3,3,4,4,4,4,3,4,3,3,0,neutral or dissatisfied
23768,Female,disloyal Customer,20,Business travel,Eco,624,0,0,0,4,3,0,3,3,2,1,4,4,1,3,66,49,satisfied
23769,Male,disloyal Customer,22,Business travel,Eco,832,3,4,4,3,4,1,2,4,2,3,5,2,4,2,5,0,neutral or dissatisfied
23770,Male,Loyal Customer,44,Personal Travel,Eco,197,3,4,3,1,1,3,1,1,4,1,2,2,5,1,0,2,neutral or dissatisfied
23771,Female,Loyal Customer,29,Personal Travel,Eco Plus,1107,2,3,2,4,1,2,1,1,4,2,4,2,3,1,0,22,neutral or dissatisfied
23772,Male,Loyal Customer,47,Business travel,Business,2088,4,4,4,4,2,5,4,5,5,5,5,3,5,3,15,7,satisfied
23773,Male,Loyal Customer,63,Personal Travel,Eco,925,2,5,2,1,1,2,1,1,5,5,4,5,4,1,0,17,neutral or dissatisfied
23774,Male,Loyal Customer,44,Business travel,Business,3064,2,2,2,2,3,5,4,4,4,4,4,5,4,5,0,0,satisfied
23775,Male,Loyal Customer,45,Business travel,Business,604,5,5,5,5,5,5,5,2,2,2,2,5,2,3,32,51,satisfied
23776,Female,Loyal Customer,24,Business travel,Business,1800,3,5,5,5,3,3,3,3,2,4,2,2,3,3,0,0,neutral or dissatisfied
23777,Female,Loyal Customer,52,Business travel,Business,3389,2,2,2,2,5,4,4,2,2,2,2,5,2,4,42,21,satisfied
23778,Female,Loyal Customer,18,Business travel,Business,2755,2,2,2,2,2,2,2,2,3,2,3,2,3,2,0,0,neutral or dissatisfied
23779,Male,Loyal Customer,41,Personal Travel,Eco,1618,2,5,2,2,1,2,1,1,5,4,5,5,4,1,82,67,neutral or dissatisfied
23780,Male,Loyal Customer,41,Personal Travel,Eco,189,2,5,0,3,4,0,4,4,4,4,4,4,5,4,104,100,neutral or dissatisfied
23781,Male,Loyal Customer,25,Business travel,Eco Plus,409,0,4,0,5,1,0,1,1,5,1,4,4,2,1,0,0,satisfied
23782,Female,Loyal Customer,22,Business travel,Eco Plus,728,2,1,1,1,2,2,3,2,3,3,4,2,3,2,9,12,neutral or dissatisfied
23783,Female,Loyal Customer,67,Business travel,Business,258,3,5,4,4,1,3,3,3,3,3,3,2,3,3,91,85,neutral or dissatisfied
23784,Female,Loyal Customer,32,Business travel,Business,3012,2,2,2,2,4,4,4,4,3,4,4,4,4,4,0,0,satisfied
23785,Female,Loyal Customer,27,Personal Travel,Eco,645,1,1,1,3,3,1,3,3,4,3,3,4,3,3,0,0,neutral or dissatisfied
23786,Male,Loyal Customer,33,Business travel,Eco Plus,794,3,3,3,3,3,3,3,3,4,4,2,1,3,3,0,0,neutral or dissatisfied
23787,Male,Loyal Customer,41,Business travel,Business,618,4,4,4,4,3,4,5,2,2,2,2,5,2,4,41,36,satisfied
23788,Female,Loyal Customer,50,Personal Travel,Eco Plus,844,3,5,3,1,5,4,4,1,1,3,1,3,1,5,0,4,neutral or dissatisfied
23789,Male,disloyal Customer,27,Business travel,Eco,920,5,5,5,3,2,5,2,2,4,1,3,5,3,2,0,0,satisfied
23790,Female,Loyal Customer,57,Business travel,Business,2655,4,2,2,2,3,3,4,4,4,4,4,4,4,4,0,0,neutral or dissatisfied
23791,Female,Loyal Customer,15,Business travel,Eco Plus,1009,4,5,5,5,4,3,1,4,2,5,3,1,3,4,0,6,neutral or dissatisfied
23792,Male,Loyal Customer,15,Business travel,Business,1751,5,5,5,5,5,5,5,5,5,2,4,4,5,5,24,4,satisfied
23793,Male,Loyal Customer,55,Business travel,Business,453,4,4,4,4,5,5,5,2,2,2,2,4,2,5,0,0,satisfied
23794,Male,Loyal Customer,34,Personal Travel,Eco,444,2,4,2,4,3,2,3,3,4,2,5,5,4,3,0,0,neutral or dissatisfied
23795,Male,Loyal Customer,42,Business travel,Business,3614,1,1,1,1,2,4,4,4,4,4,4,4,4,4,0,0,satisfied
23796,Female,Loyal Customer,29,Business travel,Eco Plus,1416,0,0,0,2,2,0,3,2,3,3,2,5,4,2,14,0,satisfied
23797,Male,Loyal Customer,34,Business travel,Business,2329,2,2,2,2,4,5,2,3,3,3,3,4,3,4,67,60,satisfied
23798,Female,Loyal Customer,61,Business travel,Eco,297,3,1,1,1,1,4,4,3,3,3,3,4,3,2,0,21,neutral or dissatisfied
23799,Female,disloyal Customer,28,Business travel,Eco Plus,1046,2,2,2,1,2,2,2,2,4,1,5,2,2,2,0,0,neutral or dissatisfied
23800,Male,disloyal Customer,26,Business travel,Business,1482,5,5,5,4,4,5,4,4,4,3,4,4,4,4,11,0,satisfied
23801,Female,Loyal Customer,55,Business travel,Business,1678,1,1,1,1,2,4,4,5,5,5,5,3,5,4,6,12,satisfied
23802,Female,Loyal Customer,42,Business travel,Business,2133,5,5,5,5,5,4,5,3,3,3,3,3,3,5,63,,satisfied
23803,Female,Loyal Customer,50,Business travel,Business,3882,2,5,5,5,1,4,3,1,1,1,2,3,1,4,0,0,neutral or dissatisfied
23804,Male,Loyal Customer,46,Business travel,Business,849,1,4,4,4,3,3,3,1,1,1,1,1,1,4,39,18,neutral or dissatisfied
23805,Female,Loyal Customer,31,Business travel,Eco,1514,3,5,3,3,3,3,3,3,3,5,3,3,4,3,0,0,neutral or dissatisfied
23806,Female,disloyal Customer,55,Business travel,Business,2615,3,3,3,4,1,3,1,1,4,4,3,5,5,1,0,0,neutral or dissatisfied
23807,Male,Loyal Customer,31,Personal Travel,Eco,867,2,5,2,4,2,2,1,2,3,2,4,4,5,2,0,0,neutral or dissatisfied
23808,Female,Loyal Customer,53,Personal Travel,Eco,919,4,2,4,4,1,4,3,3,3,4,3,4,3,4,15,6,satisfied
23809,Male,disloyal Customer,25,Business travel,Eco,1239,4,4,4,3,2,4,2,2,4,2,4,5,5,2,0,0,satisfied
23810,Female,disloyal Customer,20,Business travel,Business,2422,4,0,4,3,4,2,2,4,3,4,5,2,4,2,12,26,satisfied
23811,Female,disloyal Customer,29,Business travel,Eco,1010,2,2,2,1,3,2,3,3,5,2,1,3,2,3,0,0,neutral or dissatisfied
23812,Female,Loyal Customer,29,Business travel,Eco,250,4,1,1,1,4,4,4,4,1,2,3,3,3,4,1,0,satisfied
23813,Male,Loyal Customer,56,Business travel,Business,108,3,3,4,3,1,3,4,3,3,3,3,1,3,4,0,0,neutral or dissatisfied
23814,Female,Loyal Customer,42,Business travel,Business,257,4,5,5,5,5,3,3,4,4,4,4,1,4,4,0,15,neutral or dissatisfied
23815,Male,Loyal Customer,26,Personal Travel,Eco,1242,3,2,3,4,2,3,3,2,4,4,4,3,3,2,15,3,neutral or dissatisfied
23816,Male,Loyal Customer,46,Business travel,Business,1197,4,3,2,2,4,4,4,4,4,4,4,1,4,3,91,102,neutral or dissatisfied
23817,Female,disloyal Customer,20,Business travel,Eco,726,2,2,2,4,5,2,5,5,1,4,4,1,3,5,0,0,neutral or dissatisfied
23818,Male,Loyal Customer,55,Business travel,Business,1749,1,1,1,1,2,5,5,4,4,4,4,3,4,5,0,0,satisfied
23819,Male,Loyal Customer,45,Business travel,Eco Plus,1709,5,1,1,1,5,5,5,5,3,2,3,2,1,5,0,0,satisfied
23820,Female,Loyal Customer,36,Business travel,Business,495,4,1,1,1,4,3,3,4,4,4,4,1,4,2,21,0,neutral or dissatisfied
23821,Male,Loyal Customer,38,Personal Travel,Eco,633,2,1,2,2,1,2,1,1,4,1,2,3,2,1,13,18,neutral or dissatisfied
23822,Female,Loyal Customer,39,Business travel,Business,1500,4,4,4,4,5,5,4,5,5,5,5,5,5,3,1,0,satisfied
23823,Female,disloyal Customer,26,Business travel,Eco,545,4,0,4,2,1,4,3,1,5,1,3,3,2,1,0,0,neutral or dissatisfied
23824,Male,Loyal Customer,35,Business travel,Business,1102,4,4,4,4,4,5,5,4,4,4,4,4,4,4,0,0,satisfied
23825,Male,Loyal Customer,54,Personal Travel,Eco Plus,990,1,5,1,2,1,1,1,1,4,5,4,5,5,1,2,0,neutral or dissatisfied
23826,Male,Loyal Customer,36,Business travel,Eco,160,1,2,5,2,1,1,1,1,1,3,3,4,2,1,0,0,neutral or dissatisfied
23827,Male,Loyal Customer,39,Personal Travel,Eco,666,4,5,4,3,2,4,2,2,3,3,4,3,3,2,0,0,satisfied
23828,Male,Loyal Customer,62,Personal Travel,Eco,397,2,4,2,3,2,2,4,2,4,3,4,5,4,2,71,62,neutral or dissatisfied
23829,Male,Loyal Customer,27,Personal Travel,Eco,946,2,4,2,4,5,2,5,5,2,3,3,1,3,5,78,85,neutral or dissatisfied
23830,Female,Loyal Customer,45,Business travel,Eco,676,5,4,4,4,4,5,1,5,5,5,5,3,5,1,0,0,satisfied
23831,Female,Loyal Customer,33,Business travel,Business,3754,4,1,4,4,2,3,3,4,4,3,4,1,4,4,0,1,neutral or dissatisfied
23832,Male,Loyal Customer,33,Business travel,Eco Plus,315,0,0,0,2,1,0,1,1,1,1,5,2,4,1,5,3,satisfied
23833,Male,Loyal Customer,43,Business travel,Business,323,2,2,5,2,4,5,5,4,4,4,4,4,4,4,0,0,satisfied
23834,Female,Loyal Customer,58,Business travel,Business,1944,1,2,1,1,2,5,5,5,5,5,5,4,5,4,0,0,satisfied
23835,Female,Loyal Customer,28,Personal Travel,Eco,692,5,4,5,3,4,5,3,4,3,4,4,5,4,4,0,0,satisfied
23836,Female,Loyal Customer,42,Business travel,Business,641,1,1,1,1,5,5,5,3,3,3,3,2,3,2,0,0,satisfied
23837,Female,Loyal Customer,54,Business travel,Business,1592,5,5,5,5,5,3,5,4,4,4,4,3,4,4,10,0,satisfied
23838,Male,Loyal Customer,41,Business travel,Business,1715,1,1,1,1,2,4,5,5,5,5,5,4,5,5,0,0,satisfied
23839,Male,Loyal Customer,60,Business travel,Business,3126,2,1,1,1,3,4,3,2,2,3,2,1,2,4,81,93,neutral or dissatisfied
23840,Female,Loyal Customer,45,Business travel,Business,1982,4,4,4,4,2,4,4,5,5,5,5,4,5,4,34,23,satisfied
23841,Female,Loyal Customer,59,Business travel,Eco Plus,147,5,1,1,1,3,5,2,5,5,5,5,2,5,4,0,0,satisfied
23842,Male,Loyal Customer,33,Business travel,Business,2454,5,5,5,5,4,4,4,4,4,3,5,5,5,4,12,0,satisfied
23843,Female,Loyal Customer,31,Business travel,Eco Plus,844,2,3,3,3,2,2,2,2,1,3,3,3,4,2,10,6,neutral or dissatisfied
23844,Male,Loyal Customer,25,Personal Travel,Eco,423,3,4,3,3,2,3,2,2,4,4,4,5,4,2,0,11,neutral or dissatisfied
23845,Female,Loyal Customer,24,Business travel,Eco Plus,689,4,5,5,5,4,4,3,4,4,2,3,1,3,4,0,1,satisfied
23846,Male,Loyal Customer,35,Business travel,Business,3594,3,3,3,3,2,5,4,5,5,5,5,3,5,4,0,0,satisfied
23847,Female,Loyal Customer,48,Business travel,Business,2540,5,5,5,5,4,5,4,4,4,4,4,3,4,3,0,0,satisfied
23848,Female,disloyal Customer,49,Business travel,Eco,190,3,0,3,2,4,3,2,4,3,2,2,4,2,4,84,89,neutral or dissatisfied
23849,Male,disloyal Customer,25,Business travel,Eco,997,3,2,2,3,2,2,2,2,1,2,2,5,1,2,5,0,neutral or dissatisfied
23850,Male,Loyal Customer,58,Business travel,Eco,563,2,3,3,3,2,2,2,2,1,4,3,1,3,2,0,0,neutral or dissatisfied
23851,Male,Loyal Customer,41,Business travel,Business,2099,2,2,2,2,4,4,4,4,4,5,4,4,5,4,105,169,satisfied
23852,Male,Loyal Customer,11,Personal Travel,Eco Plus,500,3,4,3,1,1,3,1,1,4,4,5,5,4,1,2,11,neutral or dissatisfied
23853,Male,Loyal Customer,49,Business travel,Business,456,1,1,5,1,3,5,2,4,4,4,4,5,4,4,1,31,satisfied
23854,Female,Loyal Customer,24,Personal Travel,Eco,414,3,4,4,3,3,4,3,3,2,5,4,5,5,3,11,14,neutral or dissatisfied
23855,Male,Loyal Customer,31,Personal Travel,Eco Plus,192,3,5,3,3,1,3,1,1,4,2,4,4,4,1,19,4,neutral or dissatisfied
23856,Male,disloyal Customer,22,Business travel,Business,190,5,4,5,1,3,5,4,3,3,4,5,4,5,3,0,0,satisfied
23857,Male,Loyal Customer,65,Business travel,Eco,882,2,4,4,4,2,2,2,2,3,5,3,1,3,2,0,0,neutral or dissatisfied
23858,Female,Loyal Customer,54,Business travel,Eco,273,2,2,2,2,3,1,1,2,2,2,2,4,2,4,0,4,neutral or dissatisfied
23859,Female,Loyal Customer,69,Business travel,Business,2673,3,3,3,3,5,4,4,3,3,3,3,2,3,1,7,0,neutral or dissatisfied
23860,Female,Loyal Customer,50,Business travel,Business,214,4,5,4,4,3,5,4,4,4,4,4,5,4,5,0,0,satisfied
23861,Male,Loyal Customer,18,Business travel,Business,209,5,5,5,5,4,4,3,4,2,3,4,4,1,4,0,0,satisfied
23862,Female,Loyal Customer,23,Business travel,Business,2290,2,5,5,5,2,2,2,2,4,4,3,1,2,2,66,61,neutral or dissatisfied
23863,Female,Loyal Customer,26,Business travel,Business,661,3,3,3,3,4,4,4,4,3,5,4,4,5,4,43,38,satisfied
23864,Female,disloyal Customer,25,Business travel,Eco Plus,251,1,2,1,3,1,1,1,1,1,2,3,3,3,1,2,0,neutral or dissatisfied
23865,Female,Loyal Customer,38,Business travel,Business,541,2,2,2,2,3,3,4,5,5,5,5,1,5,1,11,9,satisfied
23866,Male,Loyal Customer,37,Personal Travel,Eco,239,4,4,4,4,3,4,1,3,4,2,1,1,5,3,50,46,neutral or dissatisfied
23867,Female,Loyal Customer,45,Business travel,Business,2475,4,4,4,4,4,3,4,5,5,5,5,5,5,5,0,0,satisfied
23868,Male,Loyal Customer,43,Business travel,Eco,852,3,4,4,4,3,3,3,3,4,1,4,3,4,3,0,24,neutral or dissatisfied
23869,Female,Loyal Customer,46,Business travel,Business,3796,2,3,3,3,4,1,1,2,2,3,2,1,2,4,0,4,neutral or dissatisfied
23870,Female,disloyal Customer,24,Business travel,Eco,533,3,4,3,3,2,3,2,2,3,1,4,4,3,2,3,1,neutral or dissatisfied
23871,Female,Loyal Customer,57,Personal Travel,Eco,399,2,5,2,3,2,5,5,3,3,2,3,4,3,5,0,4,neutral or dissatisfied
23872,Male,Loyal Customer,40,Business travel,Eco,1050,5,4,3,4,5,5,5,5,4,3,5,1,3,5,32,33,satisfied
23873,Male,Loyal Customer,30,Business travel,Business,516,2,2,2,2,5,5,5,5,4,1,3,1,1,5,0,0,satisfied
23874,Female,Loyal Customer,47,Business travel,Business,2234,1,1,1,1,5,4,4,4,4,4,4,4,4,4,0,0,satisfied
23875,Female,disloyal Customer,33,Business travel,Eco,328,2,0,2,3,2,2,2,2,2,3,5,2,3,2,1,6,neutral or dissatisfied
23876,Female,Loyal Customer,27,Business travel,Business,2562,1,2,2,2,1,1,1,1,1,4,4,1,4,1,43,22,neutral or dissatisfied
23877,Male,disloyal Customer,23,Business travel,Eco,240,0,4,0,3,1,0,1,1,1,4,5,4,4,1,0,0,satisfied
23878,Male,Loyal Customer,53,Business travel,Business,1440,4,4,4,4,5,5,4,3,3,3,3,5,3,5,0,0,satisfied
23879,Male,Loyal Customer,56,Business travel,Eco,1379,1,3,3,3,1,1,1,1,2,5,4,3,4,1,0,0,neutral or dissatisfied
23880,Male,Loyal Customer,61,Personal Travel,Eco,197,2,4,0,4,1,0,1,1,1,3,4,4,4,1,46,27,neutral or dissatisfied
23881,Female,Loyal Customer,28,Personal Travel,Eco,337,4,5,4,2,4,4,4,4,4,4,5,5,4,4,0,0,satisfied
23882,Female,Loyal Customer,55,Business travel,Business,341,1,0,0,3,5,3,4,1,1,0,1,3,1,2,4,5,neutral or dissatisfied
23883,Male,Loyal Customer,39,Business travel,Eco,447,4,3,4,3,4,4,4,4,1,1,2,3,5,4,18,15,satisfied
23884,Male,Loyal Customer,42,Personal Travel,Eco,170,1,1,1,4,3,1,3,3,3,4,3,4,4,3,0,0,neutral or dissatisfied
23885,Female,Loyal Customer,19,Personal Travel,Eco,1546,2,5,2,3,4,2,3,4,5,4,4,4,5,4,111,101,neutral or dissatisfied
23886,Female,Loyal Customer,60,Business travel,Business,1744,4,4,4,4,3,4,5,4,4,4,4,4,4,5,102,85,satisfied
23887,Male,disloyal Customer,21,Business travel,Eco,366,3,2,3,4,5,3,5,5,2,5,4,4,4,5,0,0,neutral or dissatisfied
23888,Male,Loyal Customer,44,Personal Travel,Eco,945,1,2,1,4,5,1,5,5,3,3,3,1,4,5,0,12,neutral or dissatisfied
23889,Male,Loyal Customer,44,Business travel,Business,2691,1,3,2,2,2,3,3,1,1,1,1,4,1,3,18,13,neutral or dissatisfied
23890,Male,Loyal Customer,43,Business travel,Business,2624,4,4,4,4,4,5,5,2,2,3,2,3,2,5,0,0,satisfied
23891,Female,disloyal Customer,30,Business travel,Business,480,3,3,3,3,2,3,2,2,3,4,4,3,4,2,11,32,neutral or dissatisfied
23892,Female,Loyal Customer,23,Business travel,Business,3256,2,5,5,5,3,3,2,3,3,2,4,3,3,3,0,25,neutral or dissatisfied
23893,Male,Loyal Customer,39,Business travel,Eco,542,5,5,5,5,5,5,5,5,1,2,3,2,5,5,17,14,satisfied
23894,Male,Loyal Customer,45,Business travel,Business,283,0,0,0,2,4,5,4,2,2,2,2,4,2,4,0,0,satisfied
23895,Male,Loyal Customer,40,Business travel,Business,2091,2,2,2,2,2,4,5,4,4,4,4,5,4,3,0,0,satisfied
23896,Male,Loyal Customer,52,Personal Travel,Eco,444,2,4,2,1,2,2,2,2,4,2,5,3,5,2,0,0,neutral or dissatisfied
23897,Male,Loyal Customer,56,Business travel,Business,1522,2,2,2,2,2,5,4,4,4,4,4,3,4,3,0,0,satisfied
23898,Male,Loyal Customer,53,Personal Travel,Eco,134,3,3,3,4,3,3,3,3,1,5,4,1,4,3,19,11,neutral or dissatisfied
23899,Male,Loyal Customer,34,Business travel,Eco,295,1,3,3,3,1,1,1,1,1,5,3,1,3,1,5,8,neutral or dissatisfied
23900,Male,Loyal Customer,51,Business travel,Business,248,4,4,4,4,5,4,4,4,4,4,4,4,4,5,0,0,satisfied
23901,Male,Loyal Customer,16,Personal Travel,Eco Plus,496,2,5,2,2,2,2,2,2,4,2,1,4,3,2,0,0,neutral or dissatisfied
23902,Female,Loyal Customer,38,Personal Travel,Eco,67,1,5,1,1,1,1,1,1,3,5,4,4,5,1,0,0,neutral or dissatisfied
23903,Male,disloyal Customer,62,Business travel,Eco,862,3,4,4,4,4,4,4,4,4,4,3,2,4,4,70,76,neutral or dissatisfied
23904,Male,disloyal Customer,28,Business travel,Business,813,3,3,3,3,4,3,2,4,2,2,3,2,2,4,13,7,neutral or dissatisfied
23905,Male,Loyal Customer,47,Business travel,Eco,269,2,3,3,3,2,2,2,2,3,2,3,3,3,2,34,21,neutral or dissatisfied
23906,Male,Loyal Customer,35,Business travel,Business,1643,2,4,4,4,1,4,4,2,2,2,2,3,2,2,4,0,neutral or dissatisfied
23907,Male,Loyal Customer,52,Personal Travel,Business,2253,3,5,3,5,3,4,2,3,2,3,5,2,5,2,0,37,neutral or dissatisfied
23908,Female,Loyal Customer,62,Personal Travel,Eco,391,3,4,3,3,3,5,5,3,3,3,3,3,3,3,12,4,neutral or dissatisfied
23909,Female,Loyal Customer,60,Business travel,Business,3969,3,5,3,3,3,4,5,5,5,4,5,4,5,5,0,0,satisfied
23910,Female,Loyal Customer,28,Personal Travel,Eco Plus,711,2,4,2,5,1,2,1,1,4,2,3,3,4,1,0,10,neutral or dissatisfied
23911,Male,Loyal Customer,30,Personal Travel,Eco,1617,1,4,1,4,3,1,3,3,2,5,2,1,3,3,0,0,neutral or dissatisfied
23912,Male,Loyal Customer,22,Business travel,Business,3642,5,5,4,5,5,5,5,5,5,5,5,4,5,5,3,0,satisfied
23913,Male,Loyal Customer,44,Business travel,Business,2295,5,5,5,5,4,5,4,4,4,4,4,3,4,5,10,5,satisfied
23914,Male,Loyal Customer,54,Business travel,Business,950,5,5,5,5,2,4,4,3,3,3,3,5,3,4,0,0,satisfied
23915,Female,Loyal Customer,39,Business travel,Business,735,2,2,2,2,5,5,5,2,2,2,2,3,2,5,0,0,satisfied
23916,Male,Loyal Customer,34,Business travel,Eco,944,4,5,5,5,4,4,4,4,4,2,1,1,1,4,22,29,neutral or dissatisfied
23917,Male,Loyal Customer,47,Business travel,Eco,252,4,1,1,1,4,4,4,4,3,3,1,2,1,4,0,0,satisfied
23918,Female,Loyal Customer,53,Business travel,Business,308,4,4,3,4,4,4,4,4,4,4,4,3,4,5,0,1,satisfied
23919,Female,disloyal Customer,27,Business travel,Eco,250,3,4,4,4,1,4,1,1,2,4,4,2,3,1,3,1,neutral or dissatisfied
23920,Male,Loyal Customer,62,Business travel,Eco Plus,1250,4,5,2,5,4,4,4,4,1,5,4,1,4,4,0,0,satisfied
23921,Male,Loyal Customer,32,Business travel,Eco,258,5,5,5,5,5,4,5,5,4,1,1,4,5,5,0,2,satisfied
23922,Female,Loyal Customer,47,Business travel,Business,239,2,2,5,2,3,5,5,5,5,4,5,3,5,4,3,0,satisfied
23923,Female,disloyal Customer,18,Business travel,Eco,547,5,0,5,4,4,5,1,4,4,3,5,3,4,4,0,0,satisfied
23924,Female,Loyal Customer,45,Business travel,Eco,241,4,5,2,5,1,3,3,4,4,4,4,1,4,1,0,0,neutral or dissatisfied
23925,Male,Loyal Customer,18,Personal Travel,Eco,199,3,5,0,3,3,0,3,3,5,3,5,3,5,3,0,0,neutral or dissatisfied
23926,Female,Loyal Customer,26,Personal Travel,Eco,895,2,4,2,3,3,2,5,3,4,2,4,5,5,3,1,0,neutral or dissatisfied
23927,Female,Loyal Customer,42,Business travel,Business,1945,1,1,1,1,2,5,5,4,4,4,4,4,4,5,11,1,satisfied
23928,Male,Loyal Customer,59,Business travel,Eco,201,5,1,1,1,5,5,5,5,5,4,5,3,5,5,57,51,satisfied
23929,Female,disloyal Customer,59,Business travel,Eco,369,1,0,1,3,3,1,3,3,1,1,5,2,2,3,84,63,neutral or dissatisfied
23930,Male,Loyal Customer,48,Personal Travel,Eco,594,4,1,4,2,2,4,2,2,1,4,3,1,2,2,7,8,neutral or dissatisfied
23931,Male,Loyal Customer,34,Personal Travel,Eco,937,2,4,2,2,2,2,2,2,1,5,2,3,3,2,20,21,neutral or dissatisfied
23932,Male,Loyal Customer,54,Business travel,Business,2218,2,1,1,1,3,4,3,2,2,2,2,2,2,4,0,0,neutral or dissatisfied
23933,Male,Loyal Customer,25,Personal Travel,Eco Plus,977,3,4,3,4,1,3,1,1,4,3,4,4,4,1,5,0,neutral or dissatisfied
23934,Male,disloyal Customer,24,Business travel,Eco,251,3,2,4,2,1,4,1,1,2,4,1,4,2,1,39,48,neutral or dissatisfied
23935,Male,Loyal Customer,10,Personal Travel,Eco,391,2,4,2,3,4,2,2,4,4,1,4,3,2,4,11,5,neutral or dissatisfied
23936,Male,disloyal Customer,17,Business travel,Eco,468,2,0,2,1,2,2,2,2,1,3,3,1,2,2,0,0,neutral or dissatisfied
23937,Male,Loyal Customer,27,Business travel,Eco Plus,1874,0,0,0,1,5,0,2,5,5,4,5,5,2,5,0,0,satisfied
23938,Female,disloyal Customer,21,Business travel,Business,1226,4,0,4,5,4,4,4,4,5,4,5,4,5,4,0,0,satisfied
23939,Male,Loyal Customer,46,Business travel,Business,2810,5,5,4,5,3,4,5,4,4,4,5,3,4,5,0,0,satisfied
23940,Male,Loyal Customer,64,Personal Travel,Eco,1947,1,4,1,5,2,1,2,2,4,2,5,3,5,2,8,0,neutral or dissatisfied
23941,Female,Loyal Customer,64,Business travel,Eco,229,2,5,5,5,3,3,4,2,2,2,2,1,2,2,0,0,neutral or dissatisfied
23942,Male,Loyal Customer,10,Personal Travel,Eco,2342,2,3,2,3,4,2,4,4,3,4,3,2,4,4,2,0,neutral or dissatisfied
23943,Male,Loyal Customer,67,Personal Travel,Eco,508,2,2,5,3,5,5,5,5,1,5,3,1,4,5,0,0,neutral or dissatisfied
23944,Male,Loyal Customer,41,Business travel,Business,2669,2,2,2,2,4,5,4,3,3,3,3,3,3,4,0,0,satisfied
23945,Male,Loyal Customer,43,Business travel,Eco,1107,1,0,0,3,2,1,2,2,4,5,4,1,4,2,0,0,neutral or dissatisfied
23946,Female,Loyal Customer,17,Personal Travel,Eco,265,3,3,3,5,5,3,3,5,2,3,4,4,4,5,0,0,neutral or dissatisfied
23947,Female,Loyal Customer,60,Business travel,Business,2012,4,4,4,4,2,4,4,5,5,5,5,3,5,5,30,44,satisfied
23948,Female,Loyal Customer,41,Business travel,Business,862,5,5,4,5,2,5,5,5,5,5,5,3,5,3,4,24,satisfied
23949,Male,Loyal Customer,8,Personal Travel,Eco,761,5,4,5,2,2,5,2,2,4,4,5,4,5,2,0,0,satisfied
23950,Female,disloyal Customer,39,Business travel,Business,931,1,0,0,1,5,0,5,5,4,3,4,3,5,5,0,0,neutral or dissatisfied
23951,Male,Loyal Customer,64,Personal Travel,Eco,405,3,5,3,5,3,3,3,3,5,5,5,4,5,3,83,74,neutral or dissatisfied
23952,Male,disloyal Customer,26,Business travel,Eco,975,4,4,4,1,2,4,2,2,2,3,2,3,5,2,0,0,neutral or dissatisfied
23953,Male,Loyal Customer,22,Personal Travel,Business,666,1,2,1,4,5,1,5,5,2,3,4,1,3,5,44,42,neutral or dissatisfied
23954,Male,Loyal Customer,19,Business travel,Business,3424,5,5,5,5,5,5,5,5,1,2,1,4,5,5,0,0,satisfied
23955,Female,Loyal Customer,60,Personal Travel,Business,396,1,5,1,3,3,5,1,2,2,1,3,5,2,2,0,0,neutral or dissatisfied
